Strata_ID_Number,D_Wh_Cancer,D_Bl_Cancer,D_Hi_Cancer,No_Exercise,Few_Fruit_Veg,Obesity,Smoker,Uninsured,Prim_Care_Phys_Rate,Community_Health_Center_Ind
3,12,12,-1111,23.6,72.6,22.2,22.2,73790,159.5,1
21,14,26,-1111,33.6,-1111.1,23.5,30.4,6214,57.2,2
1,13,11,10,25.3,73,16.6,18.1,135051,206.7,2
1,13,11,10,24.5,71,15.9,18.7,222281,287.7,1
16,11,-1111,-1111,24.4,75.5,25.4,26.5,20520,50.2,2
16,11,-1111,-1111,23.4,74.4,21.1,23.3,23087,90.6,2
4,18,12,-1111,22.5,72.3,22.8,21.7,46025,141,1
45,15,-1111,-1111,16.9,68.5,19.3,16.1,7904,79.5,1
10,25,-1111,23,25.4,75.9,23.9,23.2,42640,69.5,1
29,-1111,18,-1111,-1111.1,-1111.1,27.3,21.3,4812,34.6,1
15,14,15,-1111,25.7,82.8,26.6,32.1,13440,39.7,1
21,14,26,-1111,20.5,75.3,21.1,25.4,6878,156.2,2
46,26,16,-1111,21.4,-1111.1,17.2,19.6,9091,71.6,1
1,13,11,10,33.5,73.9,17.1,16.6,432812,105.3,1
14,20,15,-1111,20.4,74.2,23,25.1,13699,63.8,1
10,25,-1111,23,28.3,77.8,22.6,27.3,54159,147.7,1
10,25,-1111,23,28.1,71.4,18.1,17.8,37462,126,1
6,-1111,11,-1111,25.8,74.2,25,25.2,13300,59.3,2
12,11,-1111,-1111,18.4,76.4,20.4,23.4,14000,70.7,2
13,13,-1111,-1111,23.2,67.9,25.2,21.4,12492,112.7,1
30,-1111,-1111,-1111,-1111.1,-1111.1,16.9,-1111.1,3250,27.9,2
39,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2287,36.2,2
31,22,-1111,-1111,-1111.1,-1111.1,23.2,-1111.1,3811,25.8,1
24,17,-1111,-1111,25.2,84.1,25.5,35.1,10615,66.9,2
1,13,11,10,27.5,73.7,19.8,20.9,152067,96.3,1
24,17,-1111,-1111,25.2,76.7,22.6,30.9,10586,53.6,1
45,15,-1111,-1111,21.3,80.4,21.7,24.6,4843,40.8,2
19,17,-1111,-1111,17.4,63.1,18.8,16.3,9291,93,1
14,20,15,-1111,21.4,71.6,22.7,23.2,20894,84.3,1
21,14,26,-1111,17.7,-1111.1,22.6,29.9,5655,114.4,1
20,17,12,-1111,24.9,-1111.1,25.4,24.2,6401,31.7,1
46,26,16,-1111,28.5,69.8,24.9,29.6,8778,47,1
2,17,11,19,22.7,67.3,15.2,13.9,96447,227,1
29,-1111,18,-1111,20,-1111.1,25.7,19.9,3797,56.2,2
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2990,72.7,1
13,13,-1111,-1111,25.5,81.1,25.1,30.2,19158,64.8,1
25,14,-1111,-1111,28.4,91.7,26.7,25.9,4202,33.8,2
64,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1591,110.1,2
76,12,10,-1111,29,-1111.1,-1111.1,-1111.1,3843,31.4,1
65,19,15,-1111,30.3,72.4,20.7,28.4,3596,59.2,1
65,19,15,-1111,30.8,-1111.1,16,24.8,2268,85,2
34,17,-1111,-1111,31.8,79.3,33.8,26,7675,76.1,1
68,19,22,-1111,-1111.1,-1111.1,-1111.1,15.9,3972,20.5,1
51,21,-1111,-1111,37.9,83.5,33.8,22.8,5974,48.6,1
24,17,-1111,-1111,25.9,75.1,25.8,28.7,12143,39.3,1
16,11,-1111,-1111,22.8,72.3,21.6,25.1,25073,143.5,2
19,17,-1111,-1111,25.5,78.4,26.5,33.5,11903,73.8,2
11,20,-1111,-1111,27.9,73.7,25.1,23.4,16660,93.2,1
19,17,-1111,-1111,31.1,84.6,27.8,24.7,9797,51.8,2
39,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,823,0,2
21,14,26,-1111,24.9,76,24.5,21.6,8123,65.6,1
41,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2595,21.2,1
11,20,-1111,-1111,26.8,83.1,24.6,22.4,18479,81.8,2
26,-1111,-1111,-1111,27.5,-1111.1,20.3,21.6,6618,37.9,1
65,19,15,-1111,27.8,80.1,23.9,27.1,4026,77.5,2
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2095,82.6,2
64,12,-1111,-1111,-1111.1,-1111.1,8.3,-1111.1,1144,51.2,2
19,17,-1111,-1111,24.4,80.6,25.5,27,12507,64.1,2
8,18,13,-1111,39.1,87.2,30,28.2,10476,43.8,1
23,21,13,-1111,20.9,73.9,22.5,22.4,12761,85.9,2
5,15,12,-1111,24.6,80,23.5,27.7,46045,83.4,1
39,12,-1111,-1111,26.7,89.5,17.2,33.5,2454,26,2
25,14,-1111,-1111,19.7,74.7,15.9,30,3972,47.2,2
11,20,-1111,-1111,32.2,80.4,26.6,27.1,18221,38.8,2
25,14,-1111,-1111,28.2,82.3,23.2,23.1,3851,69,2
52,15,13,-1111,28.5,80.5,31.2,21.9,10613,36.5,1
14,20,15,-1111,23.6,66.8,21.1,19.4,32028,247.3,1
8,18,13,-1111,34.5,83.9,34.6,31.5,10510,35.1,1
4,18,12,-1111,21.6,73.9,23,23.9,40769,148.8,2
32,11,15,-1111,30.7,83.7,27.7,26.4,6740,14.7,2
15,14,15,-1111,30.4,86.8,28.6,28.4,23445,70.9,1
43,15,-1111,-1111,-1111.1,90.4,-1111.1,9.1,1357,17.8,2
71,12,12,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1206,24.7,2
28,16,-1111,-1111,26.9,82.7,27.1,19.9,6119,50.3,1
41,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3538,15,1
4,18,12,-1111,23.7,74.7,22.1,21.2,53139,91.8,2
8,18,13,-1111,33.8,85.1,34,20.6,9257,55.3,1
23,21,13,-1111,26.2,75.2,26.5,26.8,14939,26,1
21,14,26,-1111,31.6,70.8,23.7,30.4,6741,76.1,2
21,14,26,-1111,23.8,71.6,19.6,23.6,10750,109,1
76,12,10,-1111,36.2,85.8,36.9,23.4,4215,84.8,2
33,12,14,-1111,28.5,-1111.1,30.7,36.1,7129,17.1,2
74,12,25,-1111,-1111.1,-1111.1,-1111.1,-1111.1,995,0,2
11,20,-1111,-1111,25.2,78.4,24.3,27.2,14939,75.2,2
32,11,15,-1111,21.3,-1111.1,20.5,-1111.1,4368,118.8,1
14,20,15,-1111,31.9,76.5,25.1,26,17715,34.8,1
67,12,13,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1839,77.6,1
29,-1111,18,-1111,30.6,79.8,23.8,26.5,7926,64.6,2
8,18,13,-1111,34.9,81.2,25.8,25.1,9847,53.5,1
17,12,-1111,-1111,26,74.6,28.6,24.1,8116,40.1,2
30,-1111,-1111,-1111,30.3,78.7,22.3,26.8,5558,34.7,2
49,20,-1111,-1111,28.4,-1111.1,16.1,17,4013,99.5,2
64,12,-1111,-1111,28.4,-1111.1,-1111.1,-1111.1,2514,49.4,2
36,17,-1111,-1111,24.6,86.3,-1111.1,20.1,4839,44.6,2
3,12,12,-1111,22.2,77.5,20.4,18.6,89470,105.5,1
60,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1895,69.7,2
42,16,21,-1111,33.1,-1111.1,29.5,28.5,4725,43.9,2
21,14,26,-1111,29,74.9,27,21.2,10019,82,2
20,17,12,-1111,31.6,78.2,27.3,25.5,12599,83.2,2
14,20,15,-1111,20.4,75.9,20.9,21.7,19474,127.5,1
73,15,-1111,-1111,34,-1111.1,33.1,-1111.1,3466,18.6,1
6,-1111,11,-1111,23.1,68.8,19,33,25075,55.8,2
11,20,-1111,-1111,15.2,67.4,19,16.7,12995,384.3,1
64,12,-1111,-1111,13.7,-1111.1,19.1,-1111.1,2102,47.1,2
53,-1111,14,-1111,29.6,-1111.1,32.7,24.2,4844,94.1,1
32,11,15,-1111,21.3,-1111.1,23.4,29.9,6429,34.5,1
73,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1575,24.8,2
28,16,-1111,-1111,32.6,87,29,28.3,4363,40.3,1
7,-1111,12,-1111,26.1,83.9,25.4,24.7,21637,190.8,1
55,23,-1111,-1111,-1111.1,-1111.1,-1111.1,24.7,2360,62.7,2
11,20,-1111,-1111,26.7,77,24.7,26.7,20112,48.4,2
33,12,14,-1111,33.3,84.5,33.1,26.4,7937,53.4,2
7,-1111,12,-1111,43.6,86.8,31.5,30.2,27896,50.2,1
21,14,26,-1111,27.9,70.6,29.3,34.5,11719,49.7,2
16,11,-1111,-1111,33.2,80.6,25.1,28.9,17451,56.3,2
21,14,26,-1111,30.7,72.4,19.4,20.6,8185,62.7,2
23,21,13,-1111,41.2,81.5,32.1,27.3,11794,38.1,1
53,-1111,14,-1111,36.1,79.4,29.2,33.6,6391,78,2
21,14,26,-1111,24.9,72.9,20.9,24.7,7072,49.2,2
25,14,-1111,-1111,31.8,72.7,20.6,31.3,5392,24,2
21,14,26,-1111,35.5,81.2,26.2,30.8,10693,70.2,1
76,12,10,-1111,-1111.1,80.9,26.3,-1111.1,2196,121.5,2
30,-1111,-1111,-1111,17.8,-1111.1,-1111.1,-1111.1,3198,91.1,2
74,12,25,-1111,-1111.1,-1111.1,-1111.1,-1111.1,812,0,2
12,11,-1111,-1111,24.8,75,28.8,22.2,16125,43,2
53,-1111,14,-1111,31.1,80.8,28.7,26.1,8414,64,2
2,17,11,19,18.1,77.4,19.4,17.7,74506,91.9,1
73,15,-1111,-1111,28.6,-1111.1,-1111.1,21.2,3285,10.1,1
69,-1111,-1111,-1111,23.3,-1111.1,-1111.1,20.2,2598,30.1,2
32,11,15,-1111,22.3,64.7,15.6,28.3,4859,94.2,1
6,-1111,11,-1111,32.1,80.3,25,30,17529,62,1
19,17,-1111,-1111,29.6,74.5,23.1,23.7,9035,50.5,2
8,18,13,-1111,28.8,79.2,31.1,23.1,12968,57.7,1
26,-1111,-1111,-1111,34.8,76.6,22.9,30.8,4736,34.5,1
65,19,15,-1111,-1111.1,-1111.1,12.1,-1111.1,2363,87.9,2
81,14,-1111,-1111,27.6,-1111.1,22.6,14.8,277,493.2,2
58,12,-1111,-1111,21.9,73.9,24.7,20.4,1019,54.2,2
88,-1111,-1111,-1111,38.9,76.8,19,24,1714,0,2
80,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,141,0,2
81,14,-1111,-1111,25.5,79.1,22.9,21.7,710,44.5,2
81,14,-1111,-1111,27.9,-1111.1,19.8,16.7,290,65.6,2
81,14,-1111,-1111,27.9,92.5,-1111.1,12.9,283,0,2
17,12,-1111,-1111,18.2,79.8,20.9,19.3,4827,109.7,2
11,20,-1111,-1111,18.9,80.2,20.9,21.3,9220,147.3,1
81,14,-1111,-1111,24.5,71.4,27.9,15.2,428,115.5,2
84,25,-1111,-1111,35.2,77.8,20.6,14,582,36.4,2
81,14,-1111,-1111,-1111.1,-1111.1,-1111.1,14.2,251,46.5,2
85,-1111,-1111,-1111,22.6,-1111.1,23.5,16.8,519,0,1
81,14,-1111,-1111,-1111.1,86.4,19.7,22.4,209,38.1,2
84,25,-1111,-1111,32,-1111.1,31.4,13.4,673,0,2
81,14,-1111,-1111,19.3,77.3,19.9,16.5,185,139.7,2
82,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,279,57.5,2
19,17,-1111,-1111,18.8,78.1,20.7,20.5,5849,141,1
87,22,-1111,-1111,27.5,-1111.1,16.4,12.7,541,153,2
81,14,-1111,-1111,-1111.1,-1111.1,16.6,18.3,275,120.1,2
84,25,-1111,-1111,25.4,87.1,-1111.1,-1111.1,339,0,2
84,25,-1111,-1111,32.6,-1111.1,16.4,23,450,0,2
81,14,-1111,-1111,32.4,-1111.1,21.8,19.3,352,22.8,2
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,376,0,2
84,25,-1111,-1111,29.5,72.9,28.1,17,842,18.1,2
84,25,-1111,-1111,29.6,-1111.1,34.6,14.4,544,165.9,2
83,-1111,-1111,-1111,28,73.3,31.8,27.5,878,35.8,2
82,-1111,-1111,-1111,29.6,77.5,25.8,20.1,1135,34.9,1
38,15,-1111,-1111,21.4,77.5,28.7,24,709,59.8,1
39,12,-1111,-1111,23.9,79.3,25.6,22.8,2164,39.2,2
85,-1111,-1111,-1111,34.8,73.8,33.2,29.2,1121,107.5,2
81,14,-1111,-1111,32.1,-1111.1,29,20.4,313,87.6,1
80,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,274,0,1
54,20,-1111,-1111,25.8,72,24.2,16.7,753,49.8,2
81,14,-1111,-1111,26.4,86.1,22.2,21.8,560,209.7,2
58,12,-1111,-1111,24,80.3,25.8,24.5,1138,113.7,2
54,20,-1111,-1111,28.4,73.9,24.2,21,359,68.8,2
79,-1111,-1111,-1111,30.8,80.2,17.8,16.6,270,41.3,2
58,12,-1111,-1111,23.9,78.2,24.8,23,1084,69.2,2
66,30,12,-1111,29.3,81,37.2,35.6,3056,64.9,1
79,-1111,-1111,-1111,31.7,74,23.2,21.2,314,0,2
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,302,0,1
86,-1111,-1111,-1111,21.9,-1111.1,-1111.1,-1111.1,1111,23.9,2
80,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,118,0,2
39,12,-1111,-1111,18.4,75.4,22.6,19.5,1905,86.1,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,20.5,138,0,2
58,12,-1111,-1111,22.8,78.4,25.6,19.6,1762,86.4,2
81,14,-1111,-1111,28.9,80.8,20.4,16.3,273,39.3,2
54,20,-1111,-1111,21.1,79.3,27.9,14.3,609,72.1,1
58,12,-1111,-1111,25.9,78.1,19.3,24.9,1196,86.2,1
20,17,12,-1111,21.6,78.4,22.5,22.2,5151,95,2
81,14,-1111,-1111,27.6,73.6,29.1,14.1,382,43.7,2
39,12,-1111,-1111,21.4,77.8,24.3,24.9,1970,93.4,2
52,15,13,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4231,31.6,1
15,14,15,-1111,30.7,74.5,-1111.1,23.2,10457,76.2,1
45,15,-1111,-1111,-1111.1,-1111.1,13.9,18.8,4358,49.9,2
6,-1111,11,-1111,-1111.1,-1111.1,17.8,35.4,13169,37.8,1
8,18,13,-1111,22,-1111.1,-1111.1,-1111.1,7751,27.4,1
48,25,-1111,-1111,-1111.1,85.8,-1111.1,-1111.1,3038,52.9,2
24,17,-1111,-1111,-1111.1,82.1,-1111.1,-1111.1,7199,62.1,1
29,-1111,18,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4747,51.8,1
9,12,11,-1111,23.2,76.6,28.8,25.2,30148,59.9,2
29,-1111,18,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2779,37.4,2
25,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3236,27.7,2
14,20,15,-1111,21.1,73,35.5,24,14348,58.3,2
12,11,-1111,-1111,20,74.6,22.4,24,15356,62.4,1
48,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3494,108.1,2
16,11,-1111,-1111,28.4,76.9,19.2,27.8,12241,45.1,1
31,22,-1111,-1111,-1111.1,85.5,-1111.1,-1111.1,3750,37.9,2
26,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4376,35,1
1,13,11,10,24.6,77.3,23.6,23.9,159091,165.4,1
18,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4241,47.2,1
48,25,-1111,-1111,-1111.1,-1111.1,17.9,-1111.1,3902,81.8,2
46,26,16,-1111,12.7,74.7,20.2,17.6,8118,105.1,2
17,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,8150,45.8,2
12,11,-1111,-1111,22.4,75,23.5,21.3,9422,62.1,2
30,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2986,35.5,1
1,13,11,10,23,76.7,23.3,24.4,123610,116.5,1
48,25,-1111,-1111,14.9,-1111.1,11.6,-1111.1,3927,55.9,2
32,11,15,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4096,111.6,2
46,26,16,-1111,19,-1111.1,28.4,18.2,7850,66.2,2
11,20,-1111,-1111,19.5,72.8,22.6,20.4,11774,87.5,2
50,12,17,-1111,-1111.1,-1111.1,19.1,-1111.1,5611,51.1,2
3,12,12,-1111,23,73.5,22.5,22.6,84700,158.6,1
45,15,-1111,-1111,28.4,85.1,24.6,19.7,6405,58.5,1
28,16,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2980,28.1,2
64,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1685,50.3,1
47,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2557,40.7,2
31,22,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4471,58.4,1
28,16,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3153,44.8,1
29,-1111,18,-1111,-1111.1,-1111.1,-1111.1,-1111.1,6063,52.9,2
45,15,-1111,-1111,21.1,82.6,-1111.1,-1111.1,6421,71.2,2
33,12,14,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4064,26.8,1
24,17,-1111,-1111,28.8,81.2,-1111.1,-1111.1,7472,58.1,2
18,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4323,54.8,2
11,20,-1111,-1111,23.9,80,15.8,32.8,14756,47.3,2
8,18,13,-1111,-1111.1,-1111.1,-1111.1,-1111.1,8674,38,1
11,20,-1111,-1111,26.5,77.7,27.9,28.7,12111,38.1,2
27,-2222,-2222,-2222,-1111.1,-1111.1,-1111.1,-1111.1,4253,42.9,2
10,25,-1111,23,27.2,78.6,25.8,26.7,32938,55.7,2
5,15,12,-1111,26.6,79.8,25.9,27.7,56676,131.6,1
25,14,-1111,-1111,-1111.1,-1111.1,10.8,8.8,3064,46,2
5,15,12,-1111,27.5,78.1,22.5,23.1,28707,115.2,1
19,17,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,6104,54.6,2
12,11,-1111,-1111,21,74,21.3,21.4,11262,63.5,2
73,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3393,17.2,2
48,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3007,58.2,2
17,12,-1111,-1111,16.3,77.1,29.7,22,7576,52.2,2
64,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1931,20.4,1
3,12,12,-1111,25,76.6,24.2,22.5,52626,116.7,1
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1870,6.7,2
47,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3037,11.7,2
22,10,-1111,-1111,27.2,78.7,22.1,29.9,8846,59.6,2
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1329,7.1,2
26,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,15.8,3816,50.5,2
38,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1886,20.5,2
33,12,14,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3862,14.2,1
19,17,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3763,35.9,2
52,15,13,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4027,56.8,1
11,20,-1111,-1111,16.6,77.1,21.7,24.1,13000,38.6,2
48,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3534,23.5,2
47,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2187,37.2,1
14,20,15,-1111,27,77.2,22.4,23.6,12099,63.3,1
22,10,-1111,-1111,29.3,85.7,31.3,-1111.1,7167,63.8,1
45,15,-1111,-1111,26.1,75.5,-1111.1,-1111.1,6129,30.8,1
8,18,13,-1111,39.5,85.8,31.3,-1111.1,10889,57.5,1
45,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,5375,52.2,1
48,25,-1111,-1111,-1111.1,-1111.1,13.4,-1111.1,3504,55.4,2
4,18,12,-1111,29.6,77.1,22.8,24.4,35300,89.1,1
3,12,12,-1111,24.9,77,21,28,46740,105.2,1
16,11,-1111,-1111,25.8,79.1,30.1,25,24661,52.4,1
21,14,26,-1111,28.9,85,33.9,23.5,8081,53.3,2
25,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3563,35,2
27,-2222,-2222,-2222,-1111.1,-1111.1,-1111.1,-1111.1,2286,48,2
42,16,21,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1712,0,1
11,20,-1111,-1111,19.3,72.5,19.2,19.4,13464,82.4,2
19,17,-1111,-1111,26.5,75.5,19.9,32.7,6603,56.3,2
12,11,-1111,-1111,29.7,80.4,24.3,26,8559,60.7,2
48,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3434,64.6,2
11,20,-1111,-1111,23.4,83.1,24,17.4,10402,75.8,2
57,29,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1515,61.4,2
69,-1111,-1111,-1111,39.7,82.8,31.3,30.2,5214,36.4,2
61,13,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,929,0,2
70,14,14,-1111,35.3,87.5,23.5,29.6,2819,0,2
79,-1111,-1111,-1111,27.8,-1111.1,23.1,-1111.1,1091,37.2,2
75,10,-1111,-1111,34.3,82.8,24.1,32,3424,84.7,2
74,12,25,-1111,38.9,82.6,35.4,32.9,2102,38.9,2
35,11,-1111,-1111,34.7,85.6,20.9,34.5,6855,26.4,2
36,17,-1111,-1111,31.9,86.8,28.5,26.7,6622,19.8,1
45,15,-1111,-1111,25.1,84.3,21.7,26.4,10906,42.6,2
36,17,-1111,-1111,35.9,84.9,22,24.8,8152,55.2,2
52,15,13,-1111,33.2,83.9,26.1,25.8,9497,42.5,1
75,10,-1111,-1111,35.9,81.4,22.3,29.6,3523,19.6,2
85,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,734,70.6,2
15,14,15,-1111,23.4,84.4,20,23.1,28553,50.7,1
74,12,25,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1386,17.4,2
6,-1111,11,-1111,30.1,83.3,23.7,29.9,19647,66.7,2
70,14,14,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1192,30.4,2
62,17,-1111,-1111,39.5,85,22.5,27.7,2423,59.7,2
23,21,13,-1111,34.7,84.8,26.7,25.2,10659,27.7,2
33,12,14,-1111,28.7,81.7,24.3,22.7,4747,75.4,2
35,11,-1111,-1111,39.1,86.8,25,29.4,7896,46,2
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,911,43.8,2
84,25,-1111,-1111,-1111.1,-1111.1,17.7,-1111.1,670,75.7,2
24,17,-1111,-1111,28,84.5,28.8,26.5,8883,77.2,2
35,11,-1111,-1111,35.5,81.3,25,27,4707,36.7,2
33,12,14,-1111,29.6,83.9,26.7,21.4,7191,40.5,2
84,25,-1111,-1111,22.2,93.1,24.5,15.6,1050,20.9,2
70,14,14,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1123,67.8,2
88,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,755,33,2
81,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,551,60.4,2
71,12,12,-1111,37.5,-1111.1,24.3,26.4,2608,16.4,1
70,14,14,-1111,32,88,22.7,29.8,2968,14.5,2
33,12,14,-1111,30.6,77.9,25.4,25.5,4971,60.3,2
70,14,14,-1111,-1111.1,86.3,-1111.1,-1111.1,1473,15.5,2
75,10,-1111,-1111,33.6,-1111.1,30.8,23.3,2273,29.2,1
34,17,-1111,-1111,29.9,83.3,25.4,25.6,8331,53.8,2
40,12,-1111,-1111,29.1,75.4,27,22,2205,28,2
74,12,25,-1111,34,-1111.1,30.5,31.8,2147,50.8,2
74,12,25,-1111,33.7,89.1,34,30.5,2174,112.8,2
36,17,-1111,-1111,38.3,84.9,27.5,27.3,9523,10.1,2
34,17,-1111,-1111,34.9,82.7,30.8,29.6,5434,24.8,1
33,12,14,-1111,33.8,89.8,25.2,25.5,5484,5.4,1
43,15,-1111,-1111,35.6,-1111.1,28.6,-1111.1,1694,21.9,2
33,12,14,-1111,28.2,82.2,25.7,22.8,4589,29.9,2
51,21,-1111,-1111,35.9,85.5,29.9,24,8232,20.6,1
72,14,15,-1111,40.5,85.8,26.1,35.6,3960,15,2
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,4.9,1272,27.2,2
72,14,15,-1111,38.2,83.7,33.6,34.4,2715,20.7,2
36,17,-1111,-1111,31.8,90.6,23.7,28.2,6736,32.9,2
72,14,15,-1111,31.2,78.8,19.2,34.2,2345,46.6,2
8,18,13,-1111,36.1,85.9,28,26.8,12511,53.8,1
43,15,-1111,-1111,37.5,83.1,21.9,18.6,1554,35.7,2
70,14,14,-1111,33.1,89.3,33.6,24,1714,9.2,1
70,14,14,-1111,33.5,85.8,23.3,29.6,2444,26.2,2
3,12,12,-1111,30.6,83.9,22.8,24.2,110788,101.2,1
36,17,-1111,-1111,37.7,80.3,28.5,29.9,7356,27.7,2
33,12,14,-1111,33.2,88.1,30.7,25.7,7362,11,1
35,11,-1111,-1111,32.1,83.2,25.3,30.6,6543,42.6,2
43,15,-1111,-1111,39.1,78.7,23.5,36.7,2841,11.9,2
22,10,-1111,-1111,23.3,85,21.2,19.5,10174,62.2,2
35,11,-1111,-1111,33.8,82.6,26.3,28.6,7457,58.2,1
35,11,-1111,-1111,30,88.5,25.8,29.3,6129,73.6,2
8,18,13,-1111,31.7,83.7,27,29.8,11266,43.9,2
70,14,14,-1111,34.5,-1111.1,24.2,41.8,2879,25.7,1
88,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,14.4,746,0,2
20,17,12,-1111,29.2,88.9,23.7,27.5,9470,32.2,2
35,11,-1111,-1111,35,82.4,31.2,33.7,5136,24.2,1
52,15,13,-1111,33.1,84.8,27.7,26.8,8039,14.7,2
49,20,-1111,-1111,36.6,86.3,28.3,23.2,7262,53.6,2
39,12,-1111,-1111,30.4,84,20.6,24.8,3960,29.8,2
74,12,25,-1111,34.7,-1111.1,-1111.1,-1111.1,2111,35.2,1
3,12,12,-1111,27.6,83.7,22.1,23,84483,97.9,1
20,17,12,-1111,28.4,89.2,24.7,28,8511,12.5,1
30,-1111,-1111,-1111,29.6,77.9,20.1,24.9,7160,48.8,2
74,12,25,-1111,24.8,79.5,22.5,23,2218,17.4,2
84,25,-1111,-1111,30.6,-1111.1,16.9,27.4,1454,46.8,2
42,16,21,-1111,28,84.1,29.8,26.7,2893,57.6,2
84,25,-1111,-1111,21.8,74,18.4,21.9,2637,61.4,2
17,12,-1111,-1111,14.5,71.1,14.6,14.2,9025,134.8,1
9,12,11,-1111,15.8,74.3,20.6,18.9,34889,71.9,1
30,-1111,-1111,-1111,15.6,75.4,22.6,26.8,4729,92.4,1
47,14,-1111,-1111,16.7,77.6,28.7,23.3,4165,29.1,2
24,17,-1111,-1111,21.8,73,23.1,25.3,8999,95.8,2
82,-1111,-1111,-1111,28.7,-1111.1,29.4,21.9,2826,36.3,1
61,13,-1111,-1111,20.9,64,17.5,21.8,3326,84.7,2
14,20,15,-1111,13.9,75,16.4,15.5,13851,84.2,1
6,-1111,11,-1111,23.1,79.3,27.5,27.5,13561,62.4,1
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,236,0,2
80,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,14,1120,54.8,2
83,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,19.8,1420,58,2
42,16,21,-1111,13.4,-1111.1,25.1,11.1,3837,192.6,1
